Image,Predicted Bbox,Confidence,Ground Truth Bbox,IoU
20301228_33,"(195, 246, 284, 291)",0.81739575,"[194, 246, 283, 293]",0.9366130558183539
20301228_33,"(195, 246, 284, 291)",0.81739575,"[489, 259, 861, 340]",0.0
20301228_33,"(195, 246, 284, 291)",0.81739575,"[563, 150, 826, 230]",0.0
20301228_33,"(94, 294, 294, 342)",0.52046114,"[194, 246, 283, 293]",0.0
20301228_33,"(94, 294, 294, 342)",0.52046114,"[489, 259, 861, 340]",0.0
20301228_33,"(94, 294, 294, 342)",0.52046114,"[563, 150, 826, 230]",0.0
20301228_33,"(92, 267, 204, 342)",0.4473583,"[194, 246, 283, 293]",0.0210987584192161
20301228_33,"(92, 267, 204, 342)",0.4473583,"[489, 259, 861, 340]",0.0
20301228_33,"(92, 267, 204, 342)",0.4473583,"[563, 150, 826, 230]",0.0
20301228_33,"(496, 265, 783, 335)",0.43789852,"[194, 246, 283, 293]",0.0
20301228_33,"(496, 265, 783, 335)",0.43789852,"[489, 259, 861, 340]",0.6667330412850127
20301228_33,"(496, 265, 783, 335)",0.43789852,"[563, 150, 826, 230]",0.0
20301228_42,"(426, 196, 694, 270)",0.8324832,"[428, 196, 704, 269]",0.9443633887754109
20301228_42,"(185, 212, 333, 288)",0.78845644,"[428, 196, 704, 269]",0.0
20301228_48,"(228, 165, 495, 281)",0.78227335,"[232, 161, 494, 282]",0.9414534415463726
20301228_48,"(843, 60, 950, 78)",0.49847007,"[232, 161, 494, 282]",0.0
20301228_54,"(109, 230, 282, 294)",0.81221396,"[296, 198, 471, 271]",0.0
20301228_54,"(109, 230, 282, 294)",0.81221396,"[479, 187, 719, 256]",0.0
20301228_54,"(109, 230, 282, 294)",0.81221396,"[110, 230, 280, 284]",0.8291184971098265
20301228_54,"(477, 175, 862, 258)",0.68674564,"[296, 198, 471, 271]",0.0
20301228_54,"(477, 175, 862, 258)",0.68674564,"[479, 187, 719, 256]",0.5182287591926146
20301228_54,"(477, 175, 862, 258)",0.68674564,"[110, 230, 280, 284]",0.0
20301228_54,"(292, 184, 664, 267)",0.5152997,"[296, 198, 471, 271]",0.3824106916645554
20301228_54,"(292, 184, 664, 267)",0.5152997,"[479, 187, 719, 256]",0.3681751319546595
20301228_54,"(292, 184, 664, 267)",0.5152997,"[110, 230, 280, 284]",0.0
20301228_55,"(522, 398, 679, 480)",0.77912384,"[575, 131, 997, 289]",0.0
20301228_55,"(599, 134, 993, 294)",0.7501112,"[575, 131, 997, 289]",0.8896366867698045
20301228_55,"(0, 300, 85, 356)",0.73176515,"[575, 131, 997, 289]",0.0
20301228_57,"(465, 224, 799, 309)",0.79316485,"[468, 227, 805, 296]",0.7929107068462713
20301228_57,"(129, 117, 186, 137)",0.49601638,"[468, 227, 805, 296]",0.0
20301266_23,"(703, 429, 1215, 503)",0.864682,"[162, 443, 692, 513]",0.0
20301266_23,"(703, 429, 1215, 503)",0.864682,"[702, 427, 1231, 505]",0.9182298482865591
20301266_23,"(179, 440, 688, 519)",0.83582914,"[162, 443, 692, 513]",0.8548259398766824
20301266_23,"(179, 440, 688, 519)",0.83582914,"[702, 427, 1231, 505]",0.0
20301294_03,"(2384, 1919, 3013, 2344)",0.84730524,"[1351, 967, 3179, 1343]",0.0
20301294_03,"(2384, 1919, 3013, 2344)",0.84730524,"[2390, 1909, 3019, 2394]",0.8607350096711799
20301294_03,"(1578, 971, 3182, 1353)",0.8079551,"[1351, 967, 3179, 1343]",0.8454017408486211
20301294_03,"(1578, 971, 3182, 1353)",0.8079551,"[2390, 1909, 3019, 2394]",0.0
20301294_07,"(1131, 391, 2033, 925)",0.7223742,"[189, 428, 2035, 866]",0.4413566592935183
20301294_07,"(2063, 1188, 2303, 1301)",0.5987113,"[189, 428, 2035, 866]",0.0
20301294_07,"(1106, 876, 1992, 1040)",0.47413614,"[189, 428, 2035, 866]",0.0
20301294_07,"(921, 157, 1816, 306)",0.45787495,"[189, 428, 2035, 866]",0.0
20301294_07,"(208, 375, 1076, 888)",0.42336875,"[189, 428, 2035, 866]",0.4351683973408054
20301294_26,"(954, 453, 1854, 859)",0.7669412,"[474, 338, 1852, 866]",0.5005354230391161
20301294_26,"(2127, 1132, 2304, 1231)",0.6340888,"[474, 338, 1852, 866]",0.0
20301294_26,"(461, 449, 1342, 858)",0.62277275,"[474, 338, 1852, 866]",0.48439284432686
20301294_26,"(2106, 711, 2304, 1155)",0.6199469,"[474, 338, 1852, 866]",0.0
20301343_15,"(676, 133, 878, 220)",0.8280721,"[103, 325, 556, 461]",0.0
20301343_15,"(676, 133, 878, 220)",0.8280721,"[520, 309, 921, 453]",0.0
20301343_15,"(511, 140, 660, 234)",0.7951126,"[103, 325, 556, 461]",0.0
20301343_15,"(511, 140, 660, 234)",0.7951126,"[520, 309, 921, 453]",0.0
20301343_15,"(560, 314, 915, 455)",0.7495227,"[103, 325, 556, 461]",0.0
20301343_15,"(560, 314, 915, 455)",0.7495227,"[520, 309, 921, 453]",0.8441680637766449
20301343_15,"(251, 234, 341, 327)",0.59934205,"[103, 325, 556, 461]",0.0025788704547408236
20301343_15,"(251, 234, 341, 327)",0.59934205,"[520, 309, 921, 453]",0.0
20301343_15,"(58, 212, 165, 335)",0.5971985,"[103, 325, 556, 461]",0.008361542299963587
20301343_15,"(58, 212, 165, 335)",0.5971985,"[520, 309, 921, 453]",0.0
20301343_15,"(473, 492, 561, 544)",0.579229,"[103, 325, 556, 461]",0.0
20301343_15,"(473, 492, 561, 544)",0.579229,"[520, 309, 921, 453]",0.0
20301343_15,"(169, 330, 557, 464)",0.56676954,"[103, 325, 556, 461]",0.8059552008648236
20301343_15,"(169, 330, 557, 464)",0.56676954,"[520, 309, 921, 453]",0.04326662546941104
20301343_18,"(291, 268, 677, 491)",0.64845246,"[64, 223, 682, 499]",0.5046550349420759
20301343_18,"(687, 434, 1000, 487)",0.63144964,"[64, 223, 682, 499]",0.0
20301343_18,"(371, 525, 637, 569)",0.6296543,"[64, 223, 682, 499]",0.0
20301343_18,"(657, 545, 999, 596)",0.53353333,"[64, 223, 682, 499]",0.0
20301343_18,"(16, 520, 375, 569)",0.51310587,"[64, 223, 682, 499]",0.0
20301343_18,"(64, 308, 441, 500)",0.4662209,"[64, 223, 682, 499]",0.4212290502793296
20301343_20,"(784, 395, 999, 511)",0.8253019,"[124, 366, 679, 528]",0.0
20301343_20,"(0, 556, 59, 600)",0.5964959,"[124, 366, 679, 528]",0.0
20301343_25,"(469, 318, 859, 426)",0.7849876,"[155, 322, 855, 427]",0.5318776829720706
20301343_25,"(620, 33, 999, 93)",0.6523625,"[155, 322, 855, 427]",0.0
20301343_25,"(163, 324, 539, 428)",0.46860135,"[155, 322, 855, 427]",0.5242297904596892
20301368_11,"(525, 88, 915, 195)",0.7867777,"[205, 105, 908, 203]",0.4526354492213147
20301368_11,"(525, 88, 915, 195)",0.7867777,"[24, 166, 191, 221]",0.0
20301368_11,"(0, 165, 194, 228)",0.6213979,"[205, 105, 908, 203]",0.0
20301368_11,"(0, 165, 194, 228)",0.6213979,"[24, 166, 191, 221]",0.7515136638847979
20301368_11,"(201, 109, 583, 203)",0.55346286,"[205, 105, 908, 203]",0.5129493287137289
20301368_11,"(201, 109, 583, 203)",0.55346286,"[24, 166, 191, 221]",0.0
20301368_13,"(539, 84, 910, 162)",0.55272615,"[472, 83, 902, 162]",0.8184656298780135
20301368_15,"(551, 261, 930, 359)",0.7455674,"[4, 298, 300, 388]",0.0
20301368_15,"(551, 261, 930, 359)",0.7455674,"[310, 257, 923, 354]",0.5579370071121003
20301368_15,"(606, 0, 999, 205)",0.67676187,"[4, 298, 300, 388]",0.0
20301368_15,"(606, 0, 999, 205)",0.67676187,"[310, 257, 923, 354]",0.0
20301368_15,"(598, 476, 694, 510)",0.48259306,"[4, 298, 300, 388]",0.0
20301368_15,"(598, 476, 694, 510)",0.48259306,"[310, 257, 923, 354]",0.0
20301368_25,"(608, 212, 986, 267)",0.770626,"[136, 39, 988, 264]",0.10193223186782414
20301403_08,"(835, 236, 999, 280)",0.8026929,"[246, 162, 700, 225]",0.0
20301403_08,"(442, 457, 686, 600)",0.68297714,"[246, 162, 700, 225]",0.0
20301403_08,"(445, 242, 664, 307)",0.560823,"[246, 162, 700, 225]",0.0
20301403_08,"(248, 164, 628, 223)",0.4332993,"[246, 162, 700, 225]",0.7838612684427663
20301403_12,"(884, 215, 999, 291)",0.71972346,"[251, 122, 797, 254]",0.0
20301403_12,"(861, 48, 999, 152)",0.67655087,"[251, 122, 797, 254]",0.0
20301403_12,"(411, 88, 803, 251)",0.6653706,"[251, 122, 797, 254]",0.5778309002715436
20301414_04,"(283, 275, 627, 407)",0.66910017,"[277, 287, 628, 400]",0.8414034935821122
20301414_04,"(0, 226, 178, 413)",0.6557719,"[277, 287, 628, 400]",0.0
20301414_04,"(661, 489, 720, 531)",0.40645057,"[277, 287, 628, 400]",0.0
20301414_07,"(20, 123, 380, 300)",0.8165254,"[384, 101, 697, 289]",0.0
20301414_07,"(20, 123, 380, 300)",0.8165254,"[15, 119, 379, 296]",0.940430944413319
20301414_07,"(380, 119, 697, 293)",0.79020244,"[384, 101, 697, 289]",0.8752796420581656
20301414_07,"(380, 119, 697, 293)",0.79020244,"[15, 119, 379, 296]",0.0
20301414_16,"(65, 135, 332, 312)",0.81890965,"[402, 255, 988, 386]",0.0
20301414_16,"(65, 135, 332, 312)",0.81890965,"[64, 146, 331, 304]",0.886348777864479
20301414_16,"(599, 258, 987, 392)",0.773778,"[402, 255, 988, 386]",0.6279110931296937
20301414_16,"(599, 258, 987, 392)",0.773778,"[64, 146, 331, 304]",0.0
20301414_16,"(399, 254, 778, 393)",0.7558504,"[402, 255, 988, 386]",0.6142335174770236
20301414_16,"(399, 254, 778, 393)",0.7558504,"[64, 146, 331, 304]",0.0
20301414_30,"(275, 299, 451, 390)",0.8639701,"[272, 297, 454, 393]",0.9166666666666666
20301414_30,"(4, 390, 255, 435)",0.75076014,"[272, 297, 454, 393]",0.0
20301414_34,"(537, 151, 635, 184)",0.73460394,"[95, 187, 998, 256]",0.0
20301414_34,"(101, 187, 342, 264)",0.7218983,"[95, 187, 998, 256]",0.25887755896318204
20301414_34,"(342, 185, 717, 247)",0.44263884,"[95, 187, 998, 256]",0.35682001998192114
20301414_62,"(0, 1135, 687, 1480)",0.92216486,"[721, 1185, 3145, 1933]",0.0
20301414_62,"(0, 1135, 687, 1480)",0.92216486,"[11, 1142, 678, 1466]",0.9117903930131004
20301414_62,"(1546, 1191, 3097, 1918)",0.76944584,"[721, 1185, 3145, 1933]",0.6218877402446127
20301414_62,"(1546, 1191, 3097, 1918)",0.76944584,"[11, 1142, 678, 1466]",0.0
20301414_62,"(2623, 2046, 2887, 2227)",0.7003299,"[721, 1185, 3145, 1933]",0.0
20301414_62,"(2623, 2046, 2887, 2227)",0.7003299,"[11, 1142, 678, 1466]",0.0
20301414_62,"(2933, 2026, 3184, 2200)",0.46630776,"[721, 1185, 3145, 1933]",0.0
20301414_62,"(2933, 2026, 3184, 2200)",0.46630776,"[11, 1142, 678, 1466]",0.0
20301414_65,"(1615, 924, 3165, 1632)",0.6959916,"[707, 932, 3121, 1623]",0.6033332019192639
20301414_65,"(0, 1657, 457, 1915)",0.6752286,"[707, 932, 3121, 1623]",0.0
20301414_65,"(793, 1744, 1842, 1963)",0.5750006,"[707, 932, 3121, 1623]",0.0
20301414_65,"(3223, 1493, 3999, 1723)",0.5421272,"[707, 932, 3121, 1623]",0.0
20301414_65,"(1808, 1737, 3192, 1938)",0.5134326,"[707, 932, 3121, 1623]",0.0
20301414_65,"(681, 1092, 2211, 1674)",0.48685664,"[707, 932, 3121, 1623]",0.4537868413725702
20321023_15,"(423, 199, 591, 246)",0.79721826,"[1, 179, 241, 245]",0.0
20321023_15,"(423, 199, 591, 246)",0.79721826,"[247, 177, 405, 246]",0.0
20321023_15,"(423, 199, 591, 246)",0.79721826,"[420, 193, 594, 244]",0.8208469055374593
20321023_15,"(423, 199, 591, 246)",0.79721826,"[870, 212, 998, 266]",0.0
20321023_15,"(423, 199, 591, 246)",0.79721826,"[703, 187, 869, 233]",0.0
20321023_15,"(867, 218, 999, 264)",0.71273035,"[1, 179, 241, 245]",0.0
20321023_15,"(867, 218, 999, 264)",0.71273035,"[247, 177, 405, 246]",0.0
20321023_15,"(867, 218, 999, 264)",0.71273035,"[420, 193, 594, 244]",0.0
20321023_15,"(867, 218, 999, 264)",0.71273035,"[870, 212, 998, 266]",0.8297632468996617
20321023_15,"(867, 218, 999, 264)",0.71273035,"[703, 187, 869, 233]",0.0021933031144904225
20321023_15,"(676, 244, 824, 265)",0.5262049,"[1, 179, 241, 245]",0.0
20321023_15,"(676, 244, 824, 265)",0.5262049,"[247, 177, 405, 246]",0.0
20321023_15,"(676, 244, 824, 265)",0.5262049,"[420, 193, 594, 244]",0.0
20321023_15,"(676, 244, 824, 265)",0.5262049,"[870, 212, 998, 266]",0.0
20321023_15,"(676, 244, 824, 265)",0.5262049,"[703, 187, 869, 233]",0.0
20321023_15,"(245, 210, 410, 250)",0.4631163,"[1, 179, 241, 245]",0.0
20321023_15,"(245, 210, 410, 250)",0.4631163,"[247, 177, 405, 246]",0.4814626714068055
20321023_15,"(245, 210, 410, 250)",0.4631163,"[420, 193, 594, 244]",0.0
20321023_15,"(245, 210, 410, 250)",0.4631163,"[870, 212, 998, 266]",0.0
20321023_15,"(245, 210, 410, 250)",0.4631163,"[703, 187, 869, 233]",0.0
20321023_15,"(790, 196, 872, 235)",0.3992107,"[1, 179, 241, 245]",0.0
20321023_15,"(790, 196, 872, 235)",0.3992107,"[247, 177, 405, 246]",0.0
20321023_15,"(790, 196, 872, 235)",0.3992107,"[420, 193, 594, 244]",0.0
20321023_15,"(790, 196, 872, 235)",0.3992107,"[870, 212, 998, 266]",0.0045707472178060414
20321023_15,"(790, 196, 872, 235)",0.3992107,"[703, 187, 869, 233]",0.3694855264821135
2033,"(253, 116, 403, 155)",0.83121127,"[247, 57, 388, 95]",0.0
2033,"(253, 116, 403, 155)",0.83121127,"[251, 115, 405, 155]",0.9496753246753247
2033,"(253, 116, 403, 155)",0.83121127,"[143, 119, 252, 156]",0.0
2033,"(253, 116, 403, 155)",0.83121127,"[141, 221, 329, 255]",0.0
2033,"(253, 116, 403, 155)",0.83121127,"[196, 255, 328, 291]",0.0
2033,"(253, 116, 403, 155)",0.83121127,"[594, 157, 858, 193]",0.0
2033,"(253, 116, 403, 155)",0.83121127,"[736, 225, 873, 258]",0.0
2033,"(737, 225, 873, 258)",0.8283778,"[247, 57, 388, 95]",0.0
2033,"(737, 225, 873, 258)",0.8283778,"[251, 115, 405, 155]",0.0
2033,"(737, 225, 873, 258)",0.8283778,"[143, 119, 252, 156]",0.0
2033,"(737, 225, 873, 258)",0.8283778,"[141, 221, 329, 255]",0.0
2033,"(737, 225, 873, 258)",0.8283778,"[196, 255, 328, 291]",0.0
2033,"(737, 225, 873, 258)",0.8283778,"[594, 157, 858, 193]",0.0
2033,"(737, 225, 873, 258)",0.8283778,"[736, 225, 873, 258]",0.9927007299270073
2033,"(248, 61, 388, 96)",0.81667215,"[247, 57, 388, 95]",0.8657693706802474
2033,"(248, 61, 388, 96)",0.81667215,"[251, 115, 405, 155]",0.0
2033,"(248, 61, 388, 96)",0.81667215,"[143, 119, 252, 156]",0.0
2033,"(248, 61, 388, 96)",0.81667215,"[141, 221, 329, 255]",0.0
2033,"(248, 61, 388, 96)",0.81667215,"[196, 255, 328, 291]",0.0
2033,"(248, 61, 388, 96)",0.81667215,"[594, 157, 858, 193]",0.0
2033,"(248, 61, 388, 96)",0.81667215,"[736, 225, 873, 258]",0.0
2033,"(148, 120, 255, 154)",0.785253,"[247, 57, 388, 95]",0.0
2033,"(148, 120, 255, 154)",0.785253,"[251, 115, 405, 155]",0.014075760712067896
2033,"(148, 120, 255, 154)",0.785253,"[143, 119, 252, 156]",0.8551390568319226
2033,"(148, 120, 255, 154)",0.785253,"[141, 221, 329, 255]",0.0
2033,"(148, 120, 255, 154)",0.785253,"[196, 255, 328, 291]",0.0
2033,"(148, 120, 255, 154)",0.785253,"[594, 157, 858, 193]",0.0
2033,"(148, 120, 255, 154)",0.785253,"[736, 225, 873, 258]",0.0
2033,"(140, 222, 332, 258)",0.7825048,"[247, 57, 388, 95]",0.0
2033,"(140, 222, 332, 258)",0.7825048,"[251, 115, 405, 155]",0.0
2033,"(140, 222, 332, 258)",0.7825048,"[143, 119, 252, 156]",0.0
2033,"(140, 222, 332, 258)",0.7825048,"[141, 221, 329, 255]",0.8738028169014085
2033,"(140, 222, 332, 258)",0.7825048,"[196, 255, 328, 291]",0.03514376996805112
2033,"(140, 222, 332, 258)",0.7825048,"[594, 157, 858, 193]",0.0
2033,"(140, 222, 332, 258)",0.7825048,"[736, 225, 873, 258]",0.0
2033,"(343, 160, 501, 187)",0.7776865,"[247, 57, 388, 95]",0.0
2033,"(343, 160, 501, 187)",0.7776865,"[251, 115, 405, 155]",0.0
2033,"(343, 160, 501, 187)",0.7776865,"[143, 119, 252, 156]",0.0
2033,"(343, 160, 501, 187)",0.7776865,"[141, 221, 329, 255]",0.0
2033,"(343, 160, 501, 187)",0.7776865,"[196, 255, 328, 291]",0.0
2033,"(343, 160, 501, 187)",0.7776865,"[594, 157, 858, 193]",0.0
2033,"(343, 160, 501, 187)",0.7776865,"[736, 225, 873, 258]",0.0
2033,"(196, 258, 330, 291)",0.7734553,"[247, 57, 388, 95]",0.0
2033,"(196, 258, 330, 291)",0.7734553,"[251, 115, 405, 155]",0.0
2033,"(196, 258, 330, 291)",0.7734553,"[143, 119, 252, 156]",0.0
2033,"(196, 258, 330, 291)",0.7734553,"[141, 221, 329, 255]",0.0
2033,"(196, 258, 330, 291)",0.7734553,"[196, 255, 328, 291]",0.9041095890410958
2033,"(196, 258, 330, 291)",0.7734553,"[594, 157, 858, 193]",0.0
2033,"(196, 258, 330, 291)",0.7734553,"[736, 225, 873, 258]",0.0
2033,"(597, 155, 856, 194)",0.7625892,"[247, 57, 388, 95]",0.0
2033,"(597, 155, 856, 194)",0.7625892,"[251, 115, 405, 155]",0.0
2033,"(597, 155, 856, 194)",0.7625892,"[143, 119, 252, 156]",0.0
2033,"(597, 155, 856, 194)",0.7625892,"[141, 221, 329, 255]",0.0
2033,"(597, 155, 856, 194)",0.7625892,"[196, 255, 328, 291]",0.0
2033,"(597, 155, 856, 194)",0.7625892,"[594, 157, 858, 193]",0.9069156696819376
2033,"(597, 155, 856, 194)",0.7625892,"[736, 225, 873, 258]",0.0
2033,"(10, 255, 71, 279)",0.6786914,"[247, 57, 388, 95]",0.0
2033,"(10, 255, 71, 279)",0.6786914,"[251, 115, 405, 155]",0.0
2033,"(10, 255, 71, 279)",0.6786914,"[143, 119, 252, 156]",0.0
2033,"(10, 255, 71, 279)",0.6786914,"[141, 221, 329, 255]",0.0
2033,"(10, 255, 71, 279)",0.6786914,"[196, 255, 328, 291]",0.0
2033,"(10, 255, 71, 279)",0.6786914,"[594, 157, 858, 193]",0.0
2033,"(10, 255, 71, 279)",0.6786914,"[736, 225, 873, 258]",0.0
2033,"(586, 262, 660, 285)",0.6435846,"[247, 57, 388, 95]",0.0
2033,"(586, 262, 660, 285)",0.6435846,"[251, 115, 405, 155]",0.0
2033,"(586, 262, 660, 285)",0.6435846,"[143, 119, 252, 156]",0.0
2033,"(586, 262, 660, 285)",0.6435846,"[141, 221, 329, 255]",0.0
2033,"(586, 262, 660, 285)",0.6435846,"[196, 255, 328, 291]",0.0
2033,"(586, 262, 660, 285)",0.6435846,"[594, 157, 858, 193]",0.0
2033,"(586, 262, 660, 285)",0.6435846,"[736, 225, 873, 258]",0.0
2033,"(134, 261, 198, 290)",0.5698895,"[247, 57, 388, 95]",0.0
2033,"(134, 261, 198, 290)",0.5698895,"[251, 115, 405, 155]",0.0
2033,"(134, 261, 198, 290)",0.5698895,"[143, 119, 252, 156]",0.0
2033,"(134, 261, 198, 290)",0.5698895,"[141, 221, 329, 255]",0.0
2033,"(134, 261, 198, 290)",0.5698895,"[196, 255, 328, 291]",0.008854961832061069
2033,"(134, 261, 198, 290)",0.5698895,"[594, 157, 858, 193]",0.0
2033,"(134, 261, 198, 290)",0.5698895,"[736, 225, 873, 258]",0.0
2033,"(959, 241, 1000, 291)",0.4512122,"[247, 57, 388, 95]",0.0
2033,"(959, 241, 1000, 291)",0.4512122,"[251, 115, 405, 155]",0.0
2033,"(959, 241, 1000, 291)",0.4512122,"[143, 119, 252, 156]",0.0
2033,"(959, 241, 1000, 291)",0.4512122,"[141, 221, 329, 255]",0.0
2033,"(959, 241, 1000, 291)",0.4512122,"[196, 255, 328, 291]",0.0
2033,"(959, 241, 1000, 291)",0.4512122,"[594, 157, 858, 193]",0.0
2033,"(959, 241, 1000, 291)",0.4512122,"[736, 225, 873, 258]",0.0
2033,"(733, 262, 820, 292)",0.3963887,"[247, 57, 388, 95]",0.0
2033,"(733, 262, 820, 292)",0.3963887,"[251, 115, 405, 155]",0.0
2033,"(733, 262, 820, 292)",0.3963887,"[143, 119, 252, 156]",0.0
2033,"(733, 262, 820, 292)",0.3963887,"[141, 221, 329, 255]",0.0
2033,"(733, 262, 820, 292)",0.3963887,"[196, 255, 328, 291]",0.0
2033,"(733, 262, 820, 292)",0.3963887,"[594, 157, 858, 193]",0.0
2033,"(733, 262, 820, 292)",0.3963887,"[736, 225, 873, 258]",0.0
2045,"(335, 150, 616, 211)",0.9024054,"[85, 123, 333, 200]",0.0
2045,"(335, 150, 616, 211)",0.9024054,"[329, 141, 616, 218]",0.7756459568306259
2045,"(90, 130, 333, 194)",0.88325644,"[85, 123, 333, 200]",0.8144113950565564
2045,"(90, 130, 333, 194)",0.88325644,"[329, 141, 616, 218]",0.005662544405566388
2045,"(120, 194, 304, 256)",0.5581508,"[85, 123, 333, 200]",0.037551020408163265
2045,"(120, 194, 304, 256)",0.5581508,"[329, 141, 616, 218]",0.0
2045,"(750, 160, 883, 278)",0.5283081,"[85, 123, 333, 200]",0.0
2045,"(750, 160, 883, 278)",0.5283081,"[329, 141, 616, 218]",0.0
2045,"(784, 570, 867, 596)",0.4682771,"[85, 123, 333, 200]",0.0
2045,"(784, 570, 867, 596)",0.4682771,"[329, 141, 616, 218]",0.0
2045,"(890, 102, 1000, 181)",0.40253302,"[85, 123, 333, 200]",0.0
2045,"(890, 102, 1000, 181)",0.40253302,"[329, 141, 616, 218]",0.0
2054,"(71, 164, 345, 274)",0.8325594,"[57, 160, 369, 284]",0.7790529363110008
2054,"(71, 164, 345, 274)",0.8325594,"[316, 356, 723, 490]",0.0
2054,"(329, 370, 708, 488)",0.8188356,"[57, 160, 369, 284]",0.0
2054,"(329, 370, 708, 488)",0.8188356,"[316, 356, 723, 490]",0.8200154021049544
2054,"(113, 457, 202, 498)",0.533969,"[57, 160, 369, 284]",0.0
2054,"(113, 457, 202, 498)",0.533969,"[316, 356, 723, 490]",0.0
2054,"(0, 5, 53, 100)",0.50387645,"[57, 160, 369, 284]",0.0
2054,"(0, 5, 53, 100)",0.50387645,"[316, 356, 723, 490]",0.0
2054,"(95, 336, 321, 371)",0.4823777,"[57, 160, 369, 284]",0.0
2054,"(95, 336, 321, 371)",0.4823777,"[316, 356, 723, 490]",0.0012024433649175123
2061,"(228, 143, 556, 192)",0.71142626,"[224, 126, 562, 198]",0.6604207758053912
2075,"(376, 313, 500, 343)",0.7978057,"[353, 179, 535, 253]",0.0
2075,"(356, 191, 528, 240)",0.7716369,"[353, 179, 535, 253]",0.6257796257796258
2075,"(68, 208, 356, 256)",0.7664668,"[353, 179, 535, 253]",0.004971094008911147
2075,"(67, 315, 370, 343)",0.7428814,"[353, 179, 535, 253]",0.0
2075,"(710, 272, 883, 306)",0.5740461,"[353, 179, 535, 253]",0.0
2075,"(789, 364, 848, 404)",0.5067155,"[353, 179, 535, 253]",0.0
2075,"(0, 0, 52, 90)",0.4398404,"[353, 179, 535, 253]",0.0
2081,"(560, 132, 763, 224)",0.8598031,"[371, 236, 544, 292]",0.0
2081,"(560, 132, 763, 224)",0.8598031,"[560, 131, 765, 227]",0.9489837398373984
2081,"(560, 132, 763, 224)",0.8598031,"[549, 237, 689, 313]",0.0
2081,"(560, 132, 763, 224)",0.8598031,"[192, 232, 369, 293]",0.0
2081,"(374, 237, 543, 291)",0.84840614,"[371, 236, 544, 292]",0.9419900908340215
2081,"(374, 237, 543, 291)",0.84840614,"[560, 131, 765, 227]",0.0
2081,"(374, 237, 543, 291)",0.84840614,"[549, 237, 689, 313]",0.0
2081,"(374, 237, 543, 291)",0.84840614,"[192, 232, 369, 293]",0.0
2081,"(195, 229, 369, 290)",0.7815999,"[371, 236, 544, 292]",0.0
2081,"(195, 229, 369, 290)",0.7815999,"[560, 131, 765, 227]",0.0
2081,"(195, 229, 369, 290)",0.7815999,"[549, 237, 689, 313]",0.0
2081,"(195, 229, 369, 290)",0.7815999,"[192, 232, 369, 293]",0.8915981977206467
2081,"(21, 229, 197, 289)",0.74624425,"[371, 236, 544, 292]",0.0
2081,"(21, 229, 197, 289)",0.74624425,"[560, 131, 765, 227]",0.0
2081,"(21, 229, 197, 289)",0.74624425,"[549, 237, 689, 313]",0.0
2081,"(21, 229, 197, 289)",0.74624425,"[192, 232, 369, 293]",0.0135250569476082
2081,"(715, 240, 896, 295)",0.729216,"[371, 236, 544, 292]",0.0
2081,"(715, 240, 896, 295)",0.729216,"[560, 131, 765, 227]",0.0
2081,"(715, 240, 896, 295)",0.729216,"[549, 237, 689, 313]",0.0
2081,"(715, 240, 896, 295)",0.729216,"[192, 232, 369, 293]",0.0
2084,"(419, 195, 485, 224)",0.82278943,"[566, 267, 662, 309]",0.0
2084,"(419, 195, 485, 224)",0.82278943,"[92, 269, 178, 304]",0.0
2084,"(419, 195, 485, 224)",0.82278943,"[182, 278, 273, 307]",0.0
2084,"(419, 195, 485, 224)",0.82278943,"[420, 196, 484, 225]",0.9059656218402427
2084,"(566, 269, 664, 312)",0.77687216,"[566, 267, 662, 309]",0.8715388107126646
2084,"(566, 269, 664, 312)",0.77687216,"[92, 269, 178, 304]",0.0
2084,"(566, 269, 664, 312)",0.77687216,"[182, 278, 273, 307]",0.0
2084,"(566, 269, 664, 312)",0.77687216,"[420, 196, 484, 225]",0.0
2084,"(454, 279, 528, 309)",0.7722155,"[566, 267, 662, 309]",0.0
2084,"(454, 279, 528, 309)",0.7722155,"[92, 269, 178, 304]",0.0
2084,"(454, 279, 528, 309)",0.7722155,"[182, 278, 273, 307]",0.0
2084,"(454, 279, 528, 309)",0.7722155,"[420, 196, 484, 225]",0.0
2084,"(804, 276, 883, 307)",0.7712126,"[566, 267, 662, 309]",0.0
2084,"(804, 276, 883, 307)",0.7712126,"[92, 269, 178, 304]",0.0
2084,"(804, 276, 883, 307)",0.7712126,"[182, 278, 273, 307]",0.0
2084,"(804, 276, 883, 307)",0.7712126,"[420, 196, 484, 225]",0.0
2084,"(0, 4, 119, 72)",0.7709956,"[566, 267, 662, 309]",0.0
2084,"(0, 4, 119, 72)",0.7709956,"[92, 269, 178, 304]",0.0
2084,"(0, 4, 119, 72)",0.7709956,"[182, 278, 273, 307]",0.0
2084,"(0, 4, 119, 72)",0.7709956,"[420, 196, 484, 225]",0.0
2084,"(183, 279, 273, 308)",0.7660314,"[566, 267, 662, 309]",0.0
2084,"(183, 279, 273, 308)",0.7660314,"[92, 269, 178, 304]",0.0
2084,"(183, 279, 273, 308)",0.7660314,"[182, 278, 273, 307]",0.923415170392085
2084,"(183, 279, 273, 308)",0.7660314,"[420, 196, 484, 225]",0.0
2084,"(391, 282, 452, 310)",0.7023061,"[566, 267, 662, 309]",0.0
